city,date_time,temperature,humidity,wind_speed,weather_condition
Istanbul,2025-04-22 00:00:00:00,15.0,54.87,11.8,Bulutlu
Istanbul,2025-04-22 01:00:00:00,15.0,54.21,15.4,Bulutlu
Istanbul,2025-04-22 02:00:00:00,13.1,64.6,20.7,Bulutlu
Istanbul,2025-04-22 03:00:00:00,13.0,66.13,19.1,Bulutlu
Istanbul,2025-04-22 04:00:00:00,11.8,71.43,18.4,Bulutlu
Istanbul,2025-04-22 05:00:00:00,11.6,72.26,22.6,Parçalı Bulutlu
Istanbul,2025-04-22 06:00:00:00,10.8,76.32,16.4,Parçalı Bulutlu
Istanbul,2025-04-22 07:00:00:00,10.6,78.14,14.9,Parçalı Bulutlu
Istanbul,2025-04-22 08:00:00:00,11.6,77.37,24.7,Parçalı Bulutlu
Istanbul,2025-04-22 09:00:00:00,12.8,72.48,22.3,Parçalı Bulutlu
Istanbul,2025-04-22 10:00:00:00,15.8,60.4,17.3,Açık
Istanbul,2025-04-22 11:00:00:00,17.8,56.26,20.5,Açık
Istanbul,2025-04-22 12:00:00:00,19.6,50.19,20.0,Açık
Istanbul,2025-04-22 13:00:00:00,19.8,49.65,22.6,Parçalı Bulutlu
Istanbul,2025-04-22 14:00:00:00,19.8,49.65,25.1,Parçalı Bulutlu
Istanbul,2025-04-22 15:00:00:00,19.8,50.24,23.6,Parçalı Bulutlu
Istanbul,2025-04-22 16:00:00:00,20.0,49.7,26.2,Parçalı Bulutlu
Istanbul,2025-04-22 17:00:00:00,19.0,50.02,25.1,Açık
Istanbul,2025-04-22 18:00:00:00,17.8,53.2,26.9,Açık
Istanbul,2025-04-22 19:00:00:00,15.6,61.08,25.1,Açık
Istanbul,2025-04-22 20:00:00:00,12.8,72.48,29.2,Açık
Istanbul,2025-04-22 21:00:00:00,11.6,78.3,27.7,Açık
Istanbul,2025-04-22 22:00:00:00,10.8,82.7,27.2,Açık
Istanbul,2025-04-22 23:00:00:00,11.3,83.46,15.8,Açık
Istanbul,2025-04-23 00:00:00:00,10.8,86.28,15.8,Açık
Istanbul,2025-04-23 01:00:00:00,10.4,89.21,15.8,Parçalı Bulutlu
Istanbul,2025-04-23 02:00:00:00,10.1,91.63,17.3,Parçalı Bulutlu
Istanbul,2025-04-23 03:00:00:00,10.0,92.87,18.0,Parçalı Bulutlu
Istanbul,2025-04-23 04:00:00:00,10.1,92.25,18.4,Parçalı Bulutlu
Istanbul,2025-04-23 05:00:00:00,9.9,94.77,15.1,Bulutlu
Istanbul,2025-04-23 06:00:00:00,9.9,94.77,13.0,Bulutlu
Istanbul,2025-04-23 07:00:00:00,10.0,94.77,12.6,Bulutlu
Istanbul,2025-04-23 08:00:00:00,10.1,94.77,13.0,Bulutlu
Istanbul,2025-04-23 09:00:00:00,10.5,92.9,11.9,Bulutlu
Istanbul,2025-04-23 10:00:00:00,11.0,91.08,9.7,Bulutlu
Istanbul,2025-04-23 11:00:00:00,11.6,88.71,10.1,Bulutlu
Istanbul,2025-04-23 12:00:00:00,12.6,83.62,10.8,Parçalı Bulutlu
Istanbul,2025-04-23 13:00:00:00,12.9,83.09,15.1,Bulutlu
Istanbul,2025-04-23 14:00:00:00,13.4,79.89,17.3,Parçalı Bulutlu
Istanbul,2025-04-23 15:00:00:00,13.6,77.81,19.1,Parçalı Bulutlu
Istanbul,2025-04-23 16:00:00:00,13.7,75.25,19.1,Parçalı Bulutlu
Istanbul,2025-04-23 17:00:00:00,13.5,76.24,20.9,Parçalı Bulutlu
Istanbul,2025-04-23 18:00:00:00,13.3,75.19,20.9,Parçalı Bulutlu
Istanbul,2025-04-23 19:00:00:00,12.7,79.79,20.5,Parçalı Bulutlu
Istanbul,2025-04-23 20:00:00:00,12.2,80.8,19.1,Parçalı Bulutlu
Istanbul,2025-04-23 21:00:00:00,11.7,84.07,18.0,Açık
Istanbul,2025-04-23 22:00:00:00,11.3,85.75,19.8,Parçalı Bulutlu
Istanbul,2025-04-23 23:00:00:00,11.2,86.9,17.6,Parçalı Bulutlu
Istanbul,2025-04-24 00:00:00:00,11.1,86.89,16.9,Parçalı Bulutlu
Istanbul,2025-04-24 01:00:00:00,11.0,86.3,16.9,Parçalı Bulutlu
Istanbul,2025-04-24 02:00:00:00,11.0,86.3,16.9,Parçalı Bulutlu
Istanbul,2025-04-24 03:00:00:00,10.9,88.65,14.0,Bulutlu
Istanbul,2025-04-24 04:00:00:00,11.0,88.66,13.3,Bulutlu
Istanbul,2025-04-24 05:00:00:00,10.9,89.25,13.7,Bulutlu
Istanbul,2025-04-24 06:00:00:00,11.0,88.66,15.5,Parçalı Bulutlu
Istanbul,2025-04-24 07:00:00:00,11.0,89.86,12.6,Bulutlu
Istanbul,2025-04-24 08:00:00:00,11.2,89.27,13.7,Bulutlu
Istanbul,2025-04-24 09:00:00:00,11.8,86.96,14.8,Bulutlu
Istanbul,2025-04-24 10:00:00:00,12.8,80.34,19.1,Parçalı Bulutlu
Istanbul,2025-04-24 11:00:00:00,13.4,77.25,19.1,Bulutlu
Istanbul,2025-04-24 12:00:00:00,13.9,75.29,18.4,Bulutlu
Istanbul,2025-04-24 13:00:00:00,14.5,72.91,19.4,Parçalı Bulutlu
Istanbul,2025-04-24 14:00:00:00,14.9,72.49,19.4,Bulutlu
Istanbul,2025-04-24 15:00:00:00,14.7,74.42,19.4,Bulutlu
Istanbul,2025-04-24 16:00:00:00,14.8,73.94,19.1,Bulutlu
Istanbul,2025-04-24 17:00:00:00,14.8,73.45,18.4,Bulutlu
Istanbul,2025-04-24 18:00:00:00,14.4,75.88,17.3,Bulutlu
Istanbul,2025-04-24 19:00:00:00,13.9,78.37,14.0,Bulutlu
Istanbul,2025-04-24 20:00:00:00,13.3,80.95,9.0,Bulutlu
Istanbul,2025-04-24 21:00:00:00,12.8,84.2,4.3,Bulutlu
Istanbul,2025-04-24 22:00:00:00,12.4,87.02,5.0,Bulutlu
Istanbul,2025-04-24 23:00:00:00,12.1,88.75,3.6,Bulutlu
Istanbul,2025-04-25 00:00:00:00,11.8,90.52,3.2,Parçalı Bulutlu
Istanbul,2025-04-25 01:00:00:00,11.4,92.33,4.0,Parçalı Bulutlu
Istanbul,2025-04-25 02:00:00:00,11.2,93.56,2.9,Parçalı Bulutlu
Istanbul,2025-04-25 03:00:00:00,11.1,93.56,1.8,Parçalı Bulutlu
Istanbul,2025-04-25 04:00:00:00,11.3,91.71,0.7,Bulutlu
Istanbul,2025-04-25 05:00:00:00,11.7,89.91,2.5,Bulutlu
Istanbul,2025-04-25 06:00:00:00,11.8,90.52,3.2,Bulutlu
Istanbul,2025-04-25 07:00:00:00,11.9,89.93,2.2,Parçalı Bulutlu
Istanbul,2025-04-25 08:00:00:00,12.0,90.54,1.8,Parçalı Bulutlu
Istanbul,2025-04-25 09:00:00:00,12.1,92.37,2.9,Parçalı Bulutlu
Istanbul,2025-04-25 10:00:00:00,12.1,93.6,5.4,Açık
Istanbul,2025-04-25 11:00:00:00,12.2,92.99,7.2,Açık
Istanbul,2025-04-25 12:00:00:00,12.4,91.17,8.3,Parçalı Bulutlu
Istanbul,2025-04-25 13:00:00:00,12.5,89.97,7.9,Parçalı Bulutlu
Istanbul,2025-04-25 14:00:00:00,12.6,88.2,7.6,Parçalı Bulutlu
Istanbul,2025-04-25 15:00:00:00,12.4,88.78,7.6,Açık
Istanbul,2025-04-25 16:00:00:00,12.2,89.16,6.8,Açık
Istanbul,2025-04-25 17:00:00:00,12.1,89.55,6.1,Açık
Istanbul,2025-04-25 18:00:00:00,12.0,89.94,5.4,Parçalı Bulutlu
Istanbul,2025-04-25 19:00:00:00,12.3,87.4,4.1,Açık
Istanbul,2025-04-25 20:00:00:00,12.6,84.94,2.8,Açık
Istanbul,2025-04-25 21:00:00:00,13.0,82.55,1.4,Açık
Istanbul,2025-04-25 22:00:00:00,12.9,83.66,1.7,Açık
Istanbul,2025-04-25 23:00:00:00,12.9,84.78,1.9,Açık
Istanbul,2025-04-26 00:00:00:00,12.9,85.91,2.2,Açık
Istanbul,2025-04-26 01:00:00:00,12.9,85.35,1.9,Açık
Istanbul,2025-04-26 02:00:00:00,12.9,84.78,1.7,Açık
Istanbul,2025-04-26 03:00:00:00,13.0,84.22,1.4,Açık
Istanbul,2025-04-26 04:00:00:00,13.0,83.86,1.6,Açık
Istanbul,2025-04-26 05:00:00:00,13.1,83.49,1.7,Açık
Istanbul,2025-04-26 06:00:00:00,13.2,83.13,1.8,Açık
Istanbul,2025-04-26 07:00:00:00,13.1,84.24,3.0,Açık
Istanbul,2025-04-26 08:00:00:00,13.1,85.37,4.2,Açık
Istanbul,2025-04-26 09:00:00:00,13.1,86.51,5.4,Açık
Istanbul,2025-04-26 10:00:00:00,13.2,85.37,6.8,Açık
Istanbul,2025-04-26 11:00:00:00,13.3,84.26,8.3,Açık
Istanbul,2025-04-26 12:00:00:00,13.4,83.15,9.7,Açık
Istanbul,2025-04-26 13:00:00:00,13.3,84.26,8.5,Açık
Istanbul,2025-04-26 14:00:00:00,13.2,85.37,7.3,Açık
Istanbul,2025-04-26 15:00:00:00,13.1,86.51,6.1,Açık
Istanbul,2025-04-26 16:00:00:00,13.0,86.31,5.0,Açık
Istanbul,2025-04-26 17:00:00:00,12.9,86.11,4.0,Açık
Istanbul,2025-04-26 18:00:00:00,12.9,85.91,2.9,Açık
Istanbul,2025-04-26 19:00:00:00,13.8,80.66,3.2,Açık
Istanbul,2025-04-26 20:00:00:00,14.7,75.76,3.6,Açık
Istanbul,2025-04-26 21:00:00:00,15.6,71.18,4.0,Açık
Istanbul,2025-04-26 22:00:00:00,15.1,72.21,4.9,Açık
Istanbul,2025-04-26 23:00:00:00,14.6,73.26,5.9,Parçalı Bulutlu
Istanbul,2025-04-27 00:00:00:00,14.2,74.33,6.8,Parçalı Bulutlu
Istanbul,2025-04-27 01:00:00:00,14.0,74.64,8.0,Parçalı Bulutlu
Istanbul,2025-04-27 02:00:00:00,13.8,74.94,9.2,Parçalı Bulutlu
Istanbul,2025-04-27 03:00:00:00,13.7,75.25,10.4,Parçalı Bulutlu
Istanbul,2025-04-27 04:00:00:00,13.5,76.58,12.8,Parçalı Bulutlu
Istanbul,2025-04-27 05:00:00:00,13.3,77.93,15.2,Parçalı Bulutlu
Istanbul,2025-04-27 06:00:00:00,13.1,79.31,17.6,Açık
Istanbul,2025-04-27 07:00:00:00,13.2,73.16,9.0,Parçalı Bulutlu
Istanbul,2025-04-27 08:00:00:00,13.8,75.78,11.5,Parçalı Bulutlu
Istanbul,2025-04-27 09:00:00:00,14.5,77.43,15.5,Parçalı Bulutlu
Istanbul,2025-04-27 10:00:00:00,14.8,76.96,22.0,Parçalı Bulutlu
Istanbul,2025-04-27 11:00:00:00,14.3,76.88,23.8,Parçalı Bulutlu
Istanbul,2025-04-27 12:00:00:00,14.3,75.35,25.2,Parçalı Bulutlu
Istanbul,2025-04-27 13:00:00:00,14.1,75.32,26.3,Parçalı Bulutlu
Istanbul,2025-04-27 14:00:00:00,13.6,76.26,29.5,Parçalı Bulutlu
Istanbul,2025-04-27 15:00:00:00,13.3,74.68,31.3,Parçalı Bulutlu
Istanbul,2025-04-27 16:00:00:00,12.8,73.27,31.0,Parçalı Bulutlu
Istanbul,2025-04-27 17:00:00:00,12.4,71.87,30.6,Parçalı Bulutlu
Istanbul,2025-04-27 18:00:00:00,12.0,70.49,30.2,Parçalı Bulutlu
Istanbul,2025-04-27 19:00:00:00,11.5,70.39,28.8,Parçalı Bulutlu
Istanbul,2025-04-27 20:00:00:00,11.0,70.29,27.4,Parçalı Bulutlu
Istanbul,2025-04-27 21:00:00:00,10.5,70.19,25.9,Parçalı Bulutlu
Istanbul,2025-04-27 22:00:00:00,10.4,71.16,24.4,Parçalı Bulutlu
Istanbul,2025-04-27 23:00:00:00,10.3,72.13,22.8,Parçalı Bulutlu
Istanbul,2025-04-28 00:00:00:00,10.2,73.12,21.2,Bulutlu
Istanbul,2025-04-28 01:00:00:00,10.5,76.44,22.3,Bulutlu
Istanbul,2025-04-28 02:00:00:00,10.8,79.88,23.4,Bulutlu
Istanbul,2025-04-28 03:00:00:00,11.1,83.44,24.5,Bulutlu
Istanbul,2025-04-28 04:00:00:00,10.9,80.81,25.0,Bulutlu
Istanbul,2025-04-28 05:00:00:00,10.7,78.24,25.4,Parçalı Bulutlu
Istanbul,2025-04-28 06:00:00:00,10.5,75.74,25.9,Parçalı Bulutlu
Istanbul,2025-04-28 07:00:00:00,11.0,69.66,27.1,Parçalı Bulutlu
Istanbul,2025-04-28 08:00:00:00,11.6,64.06,28.3,Parçalı Bulutlu
Istanbul,2025-04-28 09:00:00:00,12.2,58.91,29.5,Parçalı Bulutlu
Istanbul,2025-04-28 10:00:00:00,12.8,57.58,29.9,Parçalı Bulutlu
Istanbul,2025-04-28 11:00:00:00,13.5,56.29,30.2,Parçalı Bulutlu
Istanbul,2025-04-28 12:00:00:00,14.2,55.05,30.6,Bulutlu
Istanbul,2025-04-28 13:00:00:00,14.3,55.85,31.3,Parçalı Bulutlu
Istanbul,2025-04-28 14:00:00:00,14.4,56.66,32.0,Parçalı Bulutlu
Istanbul,2025-04-28 15:00:00:00,14.6,57.48,32.8,Açık
Istanbul,2025-04-28 16:00:00:00,14.0,58.69,32.8,Açık
Istanbul,2025-04-28 17:00:00:00,13.5,59.92,32.8,Açık
Istanbul,2025-04-28 18:00:00:00,13.0,61.19,32.8,Açık
Istanbul,2025-04-28 19:00:00:00,12.3,64.81,30.7,Parçalı Bulutlu
Istanbul,2025-04-28 20:00:00:00,11.6,68.67,28.7,Parçalı Bulutlu
Istanbul,2025-04-28 21:00:00:00,11.0,72.76,26.6,Bulutlu
Istanbul,2025-04-28 22:00:00:00,10.8,73.91,25.2,Bulutlu
Istanbul,2025-04-28 23:00:00:00,10.6,75.07,23.8,Bulutlu
Istanbul,2025-04-29 00:00:00:00,10.4,76.25,22.3,Bulutlu
Istanbul,2025-04-29 01:00:00:00,10.3,76.77,22.0,Bulutlu
Istanbul,2025-04-29 02:00:00:00,10.3,77.3,21.6,Parçalı Bulutlu
Istanbul,2025-04-29 03:00:00:00,10.3,77.83,21.2,Parçalı Bulutlu
Istanbul,2025-04-29 04:00:00:00,10.4,77.67,21.0,Parçalı Bulutlu
Istanbul,2025-04-29 05:00:00:00,10.5,77.51,20.8,Bulutlu
Istanbul,2025-04-29 06:00:00:00,10.7,77.35,20.5,Bulutlu
Istanbul,2025-04-29 07:00:00:00,11.0,76.88,20.4,Bulutlu
Istanbul,2025-04-29 08:00:00:00,11.3,76.41,20.3,Bulutlu
Istanbul,2025-04-29 09:00:00:00,11.7,75.94,20.2,Bulutlu
Istanbul,2025-04-29 10:00:00:00,12.6,72.72,20.2,Bulutlu
Istanbul,2025-04-29 11:00:00:00,13.5,69.67,20.2,Parçalı Bulutlu
Istanbul,2025-04-29 12:00:00:00,14.4,66.77,20.2,Parçalı Bulutlu
Istanbul,2025-04-29 13:00:00:00,14.5,66.64,20.5,Parçalı Bulutlu
Istanbul,2025-04-29 14:00:00:00,14.6,66.51,20.9,Bulutlu
Istanbul,2025-04-29 15:00:00:00,14.7,66.38,21.2,Bulutlu
Istanbul,2025-04-29 16:00:00:00,14.2,68.26,20.9,Bulutlu
Istanbul,2025-04-29 17:00:00:00,13.7,70.19,20.5,Bulutlu
Istanbul,2025-04-29 18:00:00:00,13.3,72.2,20.2,Bulutlu
Istanbul,2025-04-29 19:00:00:00,12.8,75.44,18.1,Bulutlu
Istanbul,2025-04-29 20:00:00:00,12.3,78.84,16.1,Bulutlu
Istanbul,2025-04-29 21:00:00:00,11.8,82.4,14.0,Bulutlu
Istanbul,2025-04-29 22:00:00:00,11.6,83.88,13.8,Bulutlu
Istanbul,2025-04-29 23:00:00:00,11.5,85.39,13.6,Bulutlu
Istanbul,2025-04-30 00:00:00:00,11.4,86.92,13.3,Bulutlu
Istanbul,2025-04-30 01:00:00:00,11.3,87.31,12.7,Bulutlu
Istanbul,2025-04-30 02:00:00:00,11.2,87.69,12.1,Bulutlu
Istanbul,2025-04-30 03:00:00:00,11.2,88.08,11.5,Bulutlu
Istanbul,2025-04-30 04:00:00:00,11.2,88.68,12.5,Bulutlu
Istanbul,2025-04-30 05:00:00:00,11.2,89.27,13.4,Bulutlu
Istanbul,2025-04-30 06:00:00:00,11.2,89.88,14.4,Bulutlu
Istanbul,2025-04-30 07:00:00:00,11.2,90.48,13.8,Bulutlu
Istanbul,2025-04-30 08:00:00:00,11.2,91.09,13.2,Bulutlu
Istanbul,2025-04-30 09:00:00:00,11.2,91.7,12.6,Bulutlu
Istanbul,2025-04-30 10:00:00:00,11.5,90.5,14.0,Bulutlu
Istanbul,2025-04-30 11:00:00:00,11.8,89.33,15.5,Bulutlu
Istanbul,2025-04-30 12:00:00:00,12.2,88.17,16.9,Bulutlu
Istanbul,2025-04-30 13:00:00:00,12.9,84.97,17.4,Bulutlu
Istanbul,2025-04-30 14:00:00:00,13.7,81.91,17.9,Bulutlu
Istanbul,2025-04-30 15:00:00:00,14.5,78.99,18.4,Bulutlu
Istanbul,2025-04-30 16:00:00:00,13.9,81.04,18.6,Bulutlu
Istanbul,2025-04-30 17:00:00:00,13.4,83.16,18.8,Bulutlu
Istanbul,2025-04-30 18:00:00:00,12.9,85.34,19.1,Bulutlu
Istanbul,2025-04-30 19:00:00:00,12.6,87.04,19.7,Bulutlu
Istanbul,2025-04-30 20:00:00:00,12.3,88.77,20.3,Bulutlu
Istanbul,2025-04-30 21:00:00:00,12.0,90.54,20.9,Bulutlu
Istanbul,2025-04-30 22:00:00:00,11.9,90.73,20.5,Bulutlu
Istanbul,2025-04-30 23:00:00:00,11.8,90.93,20.2,Bulutlu
Istanbul,2025-05-01 00:00:00:00,11.8,91.13,19.8,Bulutlu
Istanbul,2025-05-01 01:00:00:00,11.7,90.72,18.1,Bulutlu
Istanbul,2025-05-01 02:00:00:00,11.6,90.31,16.4,Bulutlu
Istanbul,2025-05-01 03:00:00:00,11.6,89.91,14.8,Bulutlu
Istanbul,2025-05-01 04:00:00:00,11.4,87.91,16.9,Bulutlu
Istanbul,2025-05-01 05:00:00:00,11.4,85.95,19.1,Bulutlu
Istanbul,2025-05-01 06:00:00:00,11.3,84.03,21.2,Bulutlu
Istanbul,2025-05-01 07:00:00:00,11.3,84.98,20.8,Bulutlu
Istanbul,2025-05-01 08:00:00:00,11.3,85.95,20.3,Bulutlu
Istanbul,2025-05-01 09:00:00:00,11.4,86.92,19.8,Bulutlu
Istanbul,2025-05-01 10:00:00:00,11.2,87.69,20.8,Bulutlu
Istanbul,2025-05-01 11:00:00:00,11.1,88.47,21.7,Bulutlu
Istanbul,2025-05-01 12:00:00:00,11.0,89.26,22.7,Bulutlu
Istanbul,2025-05-01 13:00:00:00,10.7,89.24,22.7,Bulutlu
Istanbul,2025-05-01 14:00:00:00,10.5,89.22,22.7,Bulutlu
Istanbul,2025-05-01 15:00:00:00,10.3,89.2,22.7,Bulutlu
Istanbul,2025-05-01 16:00:00:00,10.1,86.99,23.2,Bulutlu
Istanbul,2025-05-01 17:00:00:00,9.9,84.83,23.6,Bulutlu
Istanbul,2025-05-01 18:00:00:00,9.7,82.7,24.1,Bulutlu
Istanbul,2025-05-01 19:00:00:00,9.6,80.82,22.7,Bulutlu
Istanbul,2025-05-01 20:00:00:00,9.6,78.98,21.2,Bulutlu
Istanbul,2025-05-01 21:00:00:00,9.6,77.18,19.8,Bulutlu
Istanbul,2025-05-01 22:00:00:00,9.3,76.95,15.6,Bulutlu
Istanbul,2025-05-01 23:00:00:00,9.0,76.73,11.4,Parçalı Bulutlu
Istanbul,2025-05-02 00:00:00:00,8.7,76.5,7.2,Parçalı Bulutlu
Istanbul,2025-05-02 01:00:00:00,8.7,76.15,6.5,Parçalı Bulutlu
Istanbul,2025-05-02 02:00:00:00,8.7,75.8,5.8,Parçalı Bulutlu
Istanbul,2025-05-02 03:00:00:00,8.8,75.46,5.0,Bulutlu
Istanbul,2025-05-02 04:00:00:00,8.7,75.44,5.5,Parçalı Bulutlu
Istanbul,2025-05-02 05:00:00:00,8.6,75.42,6.0,Parçalı Bulutlu
Istanbul,2025-05-02 06:00:00:00,8.5,75.41,6.5,Parçalı Bulutlu
Istanbul,2025-05-02 07:00:00:00,9.1,71.42,7.3,Parçalı Bulutlu
Istanbul,2025-05-02 08:00:00:00,9.8,67.65,8.2,Parçalı Bulutlu
Istanbul,2025-05-02 09:00:00:00,10.5,64.1,9.0,Parçalı Bulutlu
Istanbul,2025-05-02 10:00:00:00,11.7,57.55,8.4,Parçalı Bulutlu
Istanbul,2025-05-02 11:00:00:00,12.9,51.71,7.8,Açık
Istanbul,2025-05-02 12:00:00:00,14.1,46.49,7.2,Açık
Istanbul,2025-05-02 13:00:00:00,14.5,46.18,5.3,Açık
Istanbul,2025-05-02 14:00:00:00,15.0,45.88,3.4,Açık
Istanbul,2025-05-02 15:00:00:00,15.5,45.58,1.4,Açık
Istanbul,2025-05-02 16:00:00:00,15.3,46.95,7.0,Açık
Istanbul,2025-05-02 17:00:00:00,15.2,48.36,12.5,Açık
Istanbul,2025-05-02 18:00:00:00,15.1,49.81,18.0,Açık
Istanbul,2025-05-02 19:00:00:00,13.9,52.98,17.6,Açık
Istanbul,2025-05-02 20:00:00:00,12.8,56.38,17.3,Açık
Istanbul,2025-05-02 21:00:00:00,11.7,60.03,16.9,Açık
Istanbul,2025-05-02 22:00:00:00,11.3,59.38,15.0,Parçalı Bulutlu
Istanbul,2025-05-02 23:00:00:00,10.9,58.74,13.1,Parçalı Bulutlu
